rate,min_range,status,year,max_range
0.81,782706.8182,single,1943,913157.9545
0.84,913157.9545,single,1943,1043609.091
0.87,1043609.091,single,1943,1174060.227
0.9,1174060.227,single,1943,1304511.364
0.92,1304511.364,single,1943,1956767.045
0.93,1956767.045,single,1943,2609022.727
0.94,2609022.727,single,1943,
0.23,0.0,head,1943,26090.22727
0.25,26090.22727,head,1943,52180.45455
0.29,52180.45455,head,1943,78270.68182
0.33,78270.68182,head,1943,104360.9091
0.37,104360.9091,head,1943,130451.1364
0.41,130451.1364,head,1943,156541.3636
0.46,156541.3636,head,1943,182631.5909
0.5,182631.5909,head,1943,208721.8182
0.53,208721.8182,head,1943,234812.0455
0.56,234812.0455,head,1943,260902.2727
0.59,260902.2727,head,1943,286992.5
0.62,286992.5,head,1943,339172.9545
0.65,339172.9545,head,1943,417443.6364
0.68,417443.6364,head,1943,495714.3182
0.72,495714.3182,head,1943,573985.0
0.75,573985.0,head,1943,652255.6818
0.78,652255.6818,head,1943,782706.8182
0.81,782706.8182,head,1943,913157.9545
0.84,913157.9545,head,1943,1043609.091
0.87,1043609.091,head,1943,1174060.227
0.9,1174060.227,head,1943,1304511.364
0.92,1304511.364,head,1943,1956767.045
0.93,1956767.045,head,1943,2609022.727
0.94,2609022.727,head,1943,
0.19,0.0,married,1942,28171.04294
0.22,28171.04294,married,1942,56342.08589
0.26,56342.08589,married,1942,84513.12883
0.3,84513.12883,married,1942,112684.1718
0.34,112684.1718,married,1942,140855.2147
0.38,140855.2147,married,1942,169026.2577
0.42,169026.2577,married,1942,197197.3006
0.46,197197.3006,married,1942,225368.3436
0.49,225368.3436,married,1942,253539.3865
0.52,253539.3865,married,1942,281710.4294
0.55,281710.4294,married,1942,309881.4724
0.58,309881.4724,married,1942,366223.5583
0.61,366223.5583,married,1942,450736.6871
0.64,450736.6871,married,1942,535249.816
0.67,535249.816,married,1942,619762.9448
0.69,619762.9448,married,1942,704276.0736
0.72,704276.0736,married,1942,845131.2883
0.75,845131.2883,married,1942,985986.5031
0.78,985986.5031,married,1942,1126841.718
0.81,1126841.718,married,1942,1267696.933
0.83,1267696.933,married,1942,1408552.147
0.85,1408552.147,married,1942,2112828.221
0.87,2112828.221,married,1942,2817104.294
0.88,2817104.294,married,1942,
0.19,0.0,married_sep,1942,28171.04294
0.22,28171.04294,married_sep,1942,56342.08589
0.26,56342.08589,married_sep,1942,84513.12883
0.3,84513.12883,married_sep,1942,112684.1718
0.34,112684.1718,married_sep,1942,140855.2147
0.38,140855.2147,married_sep,1942,169026.2577
0.42,169026.2577,married_sep,1942,197197.3006
0.46,197197.3006,married_sep,1942,225368.3436
0.49,225368.3436,married_sep,1942,253539.3865
0.52,253539.3865,married_sep,1942,281710.4294
0.55,281710.4294,married_sep,1942,309881.4724
0.58,309881.4724,married_sep,1942,366223.5583
0.61,366223.5583,married_sep,1942,450736.6871
0.64,450736.6871,married_sep,1942,535249.816
0.67,535249.816,married_sep,1942,619762.9448
0.69,619762.9448,married_sep,1942,704276.0736
0.72,704276.0736,married_sep,1942,845131.2883
0.75,845131.2883,married_sep,1942,985986.5031
0.78,985986.5031,married_sep,1942,1126841.718
0.81,1126841.718,married_sep,1942,1267696.933
0.83,1267696.933,married_sep,1942,1408552.147
0.85,1408552.147,married_sep,1942,2112828.221
0.87,2112828.221,married_sep,1942,2817104.294
0.88,2817104.294,married_sep,1942,
0.19,0.0,single,1942,28171.04294
0.22,28171.04294,single,1942,56342.08589
0.26,56342.08589,single,1942,84513.12883
0.3,84513.12883,single,1942,112684.1718
0.34,112684.1718,single,1942,140855.2147
0.38,140855.2147,single,1942,169026.2577
0.42,169026.2577,single,1942,197197.3006
0.46,197197.3006,single,1942,225368.3436
0.49,225368.3436,single,1942,253539.3865
0.52,253539.3865,single,1942,281710.4294
0.55,281710.4294,single,1942,309881.4724
0.58,309881.4724,single,1942,366223.5583
0.61,366223.5583,single,1942,450736.6871
0.64,450736.6871,single,1942,535249.816
0.67,535249.816,single,1942,619762.9448
0.69,619762.9448,single,1942,704276.0736
0.72,704276.0736,single,1942,845131.2883
0.75,845131.2883,single,1942,985986.5031
0.78,985986.5031,single,1942,1126841.718
0.81,1126841.718,single,1942,1267696.933
0.83,1267696.933,single,1942,1408552.147
0.85,1408552.147,single,1942,2112828.221
0.87,2112828.221,single,1942,2817104.294
0.88,2817104.294,single,1942,
0.19,0.0,head,1942,28171.04294
0.22,28171.04294,head,1942,56342.08589
0.26,56342.08589,head,1942,84513.12883
0.3,84513.12883,head,1942,112684.1718
0.34,112684.1718,head,1942,140855.2147
0.38,140855.2147,head,1942,169026.2577
0.42,169026.2577,head,1942,197197.3006
0.46,197197.3006,head,1942,225368.3436
0.49,225368.3436,head,1942,253539.3865
0.52,253539.3865,head,1942,281710.4294
0.55,281710.4294,head,1942,309881.4724
0.58,309881.4724,head,1942,366223.5583
0.61,366223.5583,head,1942,450736.6871
0.64,450736.6871,head,1942,535249.816
0.67,535249.816,head,1942,619762.9448
0.69,619762.9448,head,1942,704276.0736
0.72,704276.0736,head,1942,845131.2883
0.75,845131.2883,head,1942,985986.5031
0.78,985986.5031,head,1942,1126841.718
0.81,1126841.718,head,1942,1267696.933
0.83,1267696.933,head,1942,1408552.147
0.85,1408552.147,head,1942,2112828.221
0.87,2112828.221,head,1942,2817104.294
0.88,2817104.294,head,1942,
0.1,0.0,married,1941,31237.27891
0.13,31237.27891,married,1941,62474.55782
0.17,62474.55782,married,1941,93711.83673
0.21,93711.83673,married,1941,124949.1156
0.25,124949.1156,married,1941,156186.3946
0.29,156186.3946,married,1941,187423.6735
0.33,187423.6735,married,1941,218660.9524
0.36,218660.9524,married,1941,249898.2313
0.39,249898.2313,married,1941,281135.5102
0.42,281135.5102,married,1941,312372.7891
0.45,312372.7891,married,1941,343610.068
0.48,343610.068,married,1941,406084.6259
0.51,406084.6259,married,1941,499796.4626
0.54,499796.4626,married,1941,593508.2993
0.57,593508.2993,married,1941,687220.1361
0.59,687220.1361,married,1941,780931.9728
0.61,780931.9728,married,1941,937118.3673
0.63,937118.3673,married,1941,1093304.762
0.65,1093304.762,married,1941,1249491.156
0.67,1249491.156,married,1941,1405677.551
0.68,1405677.551,married,1941,1561863.946
0.69,1561863.946,married,1941,2342795.918
0.7,2342795.918,married,1941,3123727.891
0.71,3123727.891,married,1941,3904659.864
0.73,3904659.864,married,1941,4685591.837
0.75,4685591.837,married,1941,6247455.782
0.76,6247455.782,married,1941,7809319.728
0.77,7809319.728,married,1941,11713979.59
0.78,11713979.59,married,1941,15618639.46
0.79,15618639.46,married,1941,31237278.91
0.8,31237278.91,married,1941,78093197.28
0.81,78093197.28,married,1941,
0.1,0.0,married_sep,1941,31237.27891
0.13,31237.27891,married_sep,1941,62474.55782
0.17,62474.55782,married_sep,1941,93711.83673
0.21,93711.83673,married_sep,1941,124949.1156
0.25,124949.1156,married_sep,1941,156186.3946
0.29,156186.3946,married_sep,1941,187423.6735
0.33,187423.6735,married_sep,1941,218660.9524
0.36,218660.9524,married_sep,1941,249898.2313
0.39,249898.2313,married_sep,1941,281135.5102
0.42,281135.5102,married_sep,1941,312372.7891
0.45,312372.7891,married_sep,1941,343610.068
0.48,343610.068,married_sep,1941,406084.6259
0.51,406084.6259,married_sep,1941,499796.4626
0.54,499796.4626,married_sep,1941,593508.2993
0.57,593508.2993,married_sep,1941,687220.1361
0.59,687220.1361,married_sep,1941,780931.9728
0.61,780931.9728,married_sep,1941,937118.3673
0.63,937118.3673,married_sep,1941,1093304.762
0.65,1093304.762,married_sep,1941,1249491.156
0.67,1249491.156,married_sep,1941,1405677.551
0.68,1405677.551,married_sep,1941,1561863.946
0.69,1561863.946,married_sep,1941,2342795.918
0.7,2342795.918,married_sep,1941,3123727.891
0.71,3123727.891,married_sep,1941,3904659.864
0.73,3904659.864,married_sep,1941,4685591.837
0.75,4685591.837,married_sep,1941,6247455.782
0.76,6247455.782,married_sep,1941,7809319.728
0.77,7809319.728,married_sep,1941,11713979.59
0.78,11713979.59,married_sep,1941,15618639.46
0.79,15618639.46,married_sep,1941,31237278.91
0.8,31237278.91,married_sep,1941,78093197.28
0.81,78093197.28,married_sep,1941,
0.1,0.0,single,1941,31237.27891
0.13,31237.27891,single,1941,62474.55782
0.17,62474.55782,single,1941,93711.83673
0.21,93711.83673,single,1941,124949.1156
0.25,124949.1156,single,1941,156186.3946
0.29,156186.3946,single,1941,187423.6735
0.33,187423.6735,single,1941,218660.9524
0.36,218660.9524,single,1941,249898.2313
0.39,249898.2313,single,1941,281135.5102
0.42,281135.5102,single,1941,312372.7891
0.45,312372.7891,single,1941,343610.068
0.48,343610.068,single,1941,406084.6259
0.51,406084.6259,single,1941,499796.4626
0.54,499796.4626,single,1941,593508.2993
0.57,593508.2993,single,1941,687220.1361
0.59,687220.1361,single,1941,780931.9728
0.61,780931.9728,single,1941,937118.3673
0.63,937118.3673,single,1941,1093304.762
0.65,1093304.762,single,1941,1249491.156
0.67,1249491.156,single,1941,1405677.551
0.68,1405677.551,single,1941,1561863.946
0.69,1561863.946,single,1941,2342795.918
0.7,2342795.918,single,1941,3123727.891
0.71,3123727.891,single,1941,3904659.864
0.73,3904659.864,single,1941,4685591.837
0.75,4685591.837,single,1941,6247455.782
0.76,6247455.782,single,1941,7809319.728
0.77,7809319.728,single,1941,11713979.59
0.78,11713979.59,single,1941,15618639.46
0.79,15618639.46,single,1941,31237278.91
0.8,31237278.91,single,1941,78093197.28
0.81,78093197.28,single,1941,
0.1,0.0,head,1941,31237.27891
0.13,31237.27891,head,1941,62474.55782
0.17,62474.55782,head,1941,93711.83673
0.21,93711.83673,head,1941,124949.1156
0.25,124949.1156,head,1941,156186.3946
0.29,156186.3946,head,1941,187423.6735
0.33,187423.6735,head,1941,218660.9524
0.36,218660.9524,head,1941,249898.2313
0.39,249898.2313,head,1941,281135.5102
0.42,281135.5102,head,1941,312372.7891
0.45,312372.7891,head,1941,343610.068
0.48,343610.068,head,1941,406084.6259
0.51,406084.6259,head,1941,499796.4626
0.54,499796.4626,head,1941,593508.2993
0.57,593508.2993,head,1941,687220.1361
0.59,687220.1361,head,1941,780931.9728
0.61,780931.9728,head,1941,937118.3673
0.63,937118.3673,head,1941,1093304.762
0.65,1093304.762,head,1941,1249491.156
0.67,1249491.156,head,1941,1405677.551
0.68,1405677.551,head,1941,1561863.946
0.69,1561863.946,head,1941,2342795.918
0.7,2342795.918,head,1941,3123727.891
0.71,3123727.891,head,1941,3904659.864
0.73,3904659.864,head,1941,4685591.837
0.75,4685591.837,head,1941,6247455.782
0.76,6247455.782,head,1941,7809319.728
0.77,7809319.728,head,1941,11713979.59
0.78,11713979.59,head,1941,15618639.46
0.79,15618639.46,head,1941,31237278.91
0.8,31237278.91,head,1941,78093197.28
0.81,78093197.28,head,1941,
0.04,0.0,married,1940,65598.28571
0.08,65598.28571,married,1940,98397.42857
0.1,98397.42857,married,1940,131196.5714
0.12,131196.5714,married,1940,163995.7143
0.14,163995.7143,married,1940,196794.8571
0.16,196794.8571,married,1940,229594.0
0.19,229594.0,married,1940,262393.1429
0.22,262393.1429,married,1940,295192.2857
0.25,295192.2857,married,1940,327991.4286
0.28,327991.4286,married,1940,360790.5714
0.31,360790.5714,married,1940,426388.8571
0.34,426388.8571,married,1940,524786.2857
0.37,524786.2857,married,1940,623183.7143
0.4,623183.7143,married,1940,721581.1429
0.44,721581.1429,married,1940,819978.5714
0.48,819978.5714,married,1940,983974.2857
0.51,983974.2857,married,1940,1147970.0
0.54,1147970.0,married,1940,1311965.714
0.57,1311965.714,married,1940,1475961.429
0.6,1475961.429,married,1940,1639957.143
0.62,1639957.143,married,1940,2459935.714
0.64,2459935.714,married,1940,3279914.286
0.66,3279914.286,married,1940,4099892.857
0.68,4099892.857,married,1940,4919871.429
0.7,4919871.429,married,1940,6559828.571
0.72,6559828.571,married,1940,8199785.714
0.74,8199785.714,married,1940,12299678.57
0.76,12299678.57,married,1940,16399571.43
0.77,16399571.43,married,1940,32799142.86
0.78,32799142.86,married,1940,81997857.14
0.79,81997857.14,married,1940,
0.04,0.0,married_sep,1940,65598.28571
0.08,65598.28571,married_sep,1940,98397.42857
0.1,98397.42857,married_sep,1940,131196.5714
0.12,131196.5714,married_sep,1940,163995.7143
0.14,163995.7143,married_sep,1940,196794.8571
0.16,196794.8571,married_sep,1940,229594.0
0.19,229594.0,married_sep,1940,262393.1429
0.22,262393.1429,married_sep,1940,295192.2857
0.25,295192.2857,married_sep,1940,327991.4286
0.28,327991.4286,married_sep,1940,360790.5714
0.31,360790.5714,married_sep,1940,426388.8571
0.34,426388.8571,married_sep,1940,524786.2857
0.37,524786.2857,married_sep,1940,623183.7143
0.4,623183.7143,married_sep,1940,721581.1429
0.44,721581.1429,married_sep,1940,819978.5714
0.48,819978.5714,married_sep,1940,983974.2857
0.51,983974.2857,married_sep,1940,1147970.0
0.54,1147970.0,married_sep,1940,1311965.714
0.57,1311965.714,married_sep,1940,1475961.429
0.6,1475961.429,married_sep,1940,1639957.143
0.62,1639957.143,married_sep,1940,2459935.714
0.64,2459935.714,married_sep,1940,3279914.286
0.66,3279914.286,married_sep,1940,4099892.857
0.68,4099892.857,married_sep,1940,4919871.429
0.7,4919871.429,married_sep,1940,6559828.571
0.72,6559828.571,married_sep,1940,8199785.714
0.74,8199785.714,married_sep,1940,12299678.57
0.76,12299678.57,married_sep,1940,16399571.43
0.77,16399571.43,married_sep,1940,32799142.86
0.78,32799142.86,married_sep,1940,81997857.14
0.79,81997857.14,married_sep,1940,
0.04,0.0,single,1940,65598.28571
0.08,65598.28571,single,1940,98397.42857
0.1,98397.42857,single,1940,131196.5714
0.12,131196.5714,single,1940,163995.7143
0.14,163995.7143,single,1940,196794.8571
0.16,196794.8571,single,1940,229594.0
0.19,229594.0,single,1940,262393.1429
0.22,262393.1429,single,1940,295192.2857
0.25,295192.2857,single,1940,327991.4286
0.28,327991.4286,single,1940,360790.5714
0.31,360790.5714,single,1940,426388.8571
0.34,426388.8571,single,1940,524786.2857
0.37,524786.2857,single,1940,623183.7143
0.4,623183.7143,single,1940,721581.1429
0.44,721581.1429,single,1940,819978.5714
0.48,819978.5714,single,1940,983974.2857
0.51,983974.2857,single,1940,1147970.0
0.54,1147970.0,single,1940,1311965.714
0.57,1311965.714,single,1940,1475961.429
0.6,1475961.429,single,1940,1639957.143
0.62,1639957.143,single,1940,2459935.714
0.64,2459935.714,single,1940,3279914.286
0.66,3279914.286,single,1940,4099892.857
0.68,4099892.857,single,1940,4919871.429
0.7,4919871.429,single,1940,6559828.571
0.72,6559828.571,single,1940,8199785.714
0.74,8199785.714,single,1940,12299678.57
0.76,12299678.57,single,1940,16399571.43
0.77,16399571.43,single,1940,32799142.86
0.78,32799142.86,single,1940,81997857.14
0.79,81997857.14,single,1940,
0.04,0.0,head,1940,65598.28571
0.08,65598.28571,head,1940,98397.42857
0.1,98397.42857,head,1940,131196.5714
0.12,131196.5714,head,1940,163995.7143
0.14,163995.7143,head,1940,196794.8571
0.16,196794.8571,head,1940,229594.0
0.19,229594.0,head,1940,262393.1429
0.22,262393.1429,head,1940,295192.2857
0.25,295192.2857,head,1940,327991.4286
0.28,327991.4286,head,1940,360790.5714
0.31,360790.5714,head,1940,426388.8571
0.34,426388.8571,head,1940,524786.2857
0.37,524786.2857,head,1940,623183.7143
0.4,623183.7143,head,1940,721581.1429
0.44,721581.1429,head,1940,819978.5714
0.48,819978.5714,head,1940,983974.2857
0.51,983974.2857,head,1940,1147970.0
0.54,1147970.0,head,1940,1311965.714
0.57,1311965.714,head,1940,1475961.429
0.6,1475961.429,head,1940,1639957.143
0.62,1639957.143,head,1940,2459935.714
0.64,2459935.714,head,1940,3279914.286
0.66,3279914.286,head,1940,4099892.857
0.68,4099892.857,head,1940,4919871.429
0.7,4919871.429,head,1940,6559828.571
0.72,6559828.571,head,1940,8199785.714
0.74,8199785.714,head,1940,12299678.57
0.76,12299678.57,head,1940,16399571.43
0.77,16399571.43,head,1940,32799142.86
0.78,32799142.86,head,1940,81997857.14
0.79,81997857.14,head,1940,
0.04,0.0,married,1939,66070.21583
0.08,66070.21583,married,1939,99105.32374
0.09,99105.32374,married,1939,132140.4317
0.1,132140.4317,married,1939,165175.5396
0.11,165175.5396,married,1939,198210.6475
0.12,198210.6475,married,1939,231245.7554
0.13,231245.7554,married,1939,264280.8633
0.15,264280.8633,married,1939,297315.9712
0.17,297315.9712,married,1939,330351.0791
0.19,330351.0791,married,1939,363386.1871
0.21,363386.1871,married,1939,429456.4029
0.23,429456.4029,married,1939,528561.7266
0.25,528561.7266,married,1939,627667.0504
0.28,627667.0504,married,1939,726772.3741
0.31,726772.3741,married,1939,825877.6978
0.35,825877.6978,married,1939,924983.0216
0.39,924983.0216,married,1939,1024088.345
0.43,1024088.345,married,1939,1123193.669
0.47,1123193.669,married,1939,1222298.993
0.51,1222298.993,married,1939,1321404.317
0.55,1321404.317,married,1939,1486579.856
0.59,1486579.856,married,1939,1651755.396
0.62,1651755.396,married,1939,2477633.094
0.64,2477633.094,married,1939,3303510.791
0.66,3303510.791,married,1939,4129388.489
0.68,4129388.489,married,1939,4955266.187
0.7,4955266.187,married,1939,6607021.583
0.72,6607021.583,married,1939,8258776.978
0.74,8258776.978,married,1939,12388165.47
0.76,12388165.47,married,1939,16517553.96
0.77,16517553.96,married,1939,33035107.91
0.78,33035107.91,married,1939,82587769.78
0.79,82587769.78,married,1939,
0.04,0.0,married_sep,1939,66070.21583
0.08,66070.21583,married_sep,1939,99105.32374
0.09,99105.32374,married_sep,1939,132140.4317
0.1,132140.4317,married_sep,1939,165175.5396
0.11,165175.5396,married_sep,1939,198210.6475
0.12,198210.6475,married_sep,1939,231245.7554
0.13,231245.7554,married_sep,1939,264280.8633
0.15,264280.8633,married_sep,1939,297315.9712
0.17,297315.9712,married_sep,1939,330351.0791
0.19,330351.0791,married_sep,1939,363386.1871
0.21,363386.1871,married_sep,1939,429456.4029
0.23,429456.4029,married_sep,1939,528561.7266
0.25,528561.7266,married_sep,1939,627667.0504
0.28,627667.0504,married_sep,1939,726772.3741
0.31,726772.3741,married_sep,1939,825877.6978
0.35,825877.6978,married_sep,1939,924983.0216
0.39,924983.0216,married_sep,1939,1024088.345
0.43,1024088.345,married_sep,1939,1123193.669
0.47,1123193.669,married_sep,1939,1222298.993
0.51,1222298.993,married_sep,1939,1321404.317
0.55,1321404.317,married_sep,1939,1486579.856
0.59,1486579.856,married_sep,1939,1651755.396
0.62,1651755.396,married_sep,1939,2477633.094
0.64,2477633.094,married_sep,1939,3303510.791
0.66,3303510.791,married_sep,1939,4129388.489
0.68,4129388.489,married_sep,1939,4955266.187
0.7,4955266.187,married_sep,1939,6607021.583
0.72,6607021.583,married_sep,1939,8258776.978
0.74,8258776.978,married_sep,1939,12388165.47
0.76,12388165.47,married_sep,1939,16517553.96
0.77,16517553.96,married_sep,1939,33035107.91
0.78,33035107.91,married_sep,1939,82587769.78
0.79,82587769.78,married_sep,1939,
0.04,0.0,single,1939,66070.21583
0.08,66070.21583,single,1939,99105.32374
0.09,99105.32374,single,1939,132140.4317
0.1,132140.4317,single,1939,165175.5396
0.11,165175.5396,single,1939,198210.6475
0.12,198210.6475,single,1939,231245.7554
0.13,231245.7554,single,1939,264280.8633
0.15,264280.8633,single,1939,297315.9712
0.17,297315.9712,single,1939,330351.0791
0.19,330351.0791,single,1939,363386.1871
0.21,363386.1871,single,1939,429456.4029
0.23,429456.4029,single,1939,528561.7266
0.25,528561.7266,single,1939,627667.0504
0.28,627667.0504,single,1939,726772.3741
0.31,726772.3741,single,1939,825877.6978
0.35,825877.6978,single,1939,924983.0216
0.39,924983.0216,single,1939,1024088.345
0.43,1024088.345,single,1939,1123193.669
0.47,1123193.669,single,1939,1222298.993
0.51,1222298.993,single,1939,1321404.317
0.55,1321404.317,single,1939,1486579.856
0.59,1486579.856,single,1939,1651755.396
0.62,1651755.396,single,1939,2477633.094
0.64,2477633.094,single,1939,3303510.791
0.66,3303510.791,single,1939,4129388.489
0.68,4129388.489,single,1939,4955266.187
0.7,4955266.187,single,1939,6607021.583
0.72,6607021.583,single,1939,8258776.978
0.74,8258776.978,single,1939,12388165.47
0.76,12388165.47,single,1939,16517553.96
0.77,16517553.96,single,1939,33035107.91
0.78,33035107.91,single,1939,82587769.78
0.79,82587769.78,single,1939,
0.04,0.0,head,1939,66070.21583
0.08,66070.21583,head,1939,99105.32374
0.09,99105.32374,head,1939,132140.4317
0.1,132140.4317,head,1939,165175.5396
0.11,165175.5396,head,1939,198210.6475
0.12,198210.6475,head,1939,231245.7554
0.13,231245.7554,head,1939,264280.8633
0.15,264280.8633,head,1939,297315.9712
0.17,297315.9712,head,1939,330351.0791
0.19,330351.0791,head,1939,363386.1871
0.21,363386.1871,head,1939,429456.4029
0.23,429456.4029,head,1939,528561.7266
0.25,528561.7266,head,1939,627667.0504
0.28,627667.0504,head,1939,726772.3741
0.31,726772.3741,head,1939,825877.6978
0.35,825877.6978,head,1939,924983.0216
0.39,924983.0216,head,1939,1024088.345
0.43,1024088.345,head,1939,1123193.669
0.47,1123193.669,head,1939,1222298.993
0.51,1222298.993,head,1939,1321404.317
0.55,1321404.317,head,1939,1486579.856
0.59,1486579.856,head,1939,1651755.396
0.62,1651755.396,head,1939,2477633.094
0.64,2477633.094,head,1939,3303510.791
0.66,3303510.791,head,1939,4129388.489
0.68,4129388.489,head,1939,4955266.187
0.7,4955266.187,head,1939,6607021.583
0.72,6607021.583,head,1939,8258776.978
0.74,8258776.978,head,1939,12388165.47
0.76,12388165.47,head,1939,16517553.96
0.77,16517553.96,head,1939,33035107.91
0.78,33035107.91,head,1939,82587769.78
0.79,82587769.78,head,1939,
0.04,0.0,married,1938,65133.04965
0.08,65133.04965,married,1938,97699.57447
0.09,97699.57447,married,1938,130266.0993
0.1,130266.0993,married,1938,162832.6241
0.11,162832.6241,married,1938,195399.1489
0.12,195399.1489,married,1938,227965.6738
0.13,227965.6738,married,1938,260532.1986
0.15,260532.1986,married,1938,293098.7234
0.17,293098.7234,married,1938,325665.2482
0.19,325665.2482,married,1938,358231.773
0.21,358231.773,married,1938,423364.8227
0.23,423364.8227,married,1938,521064.3972
0.25,521064.3972,married,1938,618763.9716
0.28,618763.9716,married,1938,716463.5461
0.31,716463.5461,married,1938,814163.1206
0.35,814163.1206,married,1938,911862.695
0.39,911862.695,married,1938,1009562.27
0.43,1009562.27,married,1938,1107261.844
0.47,1107261.844,married,1938,1204961.418
0.51,1204961.418,married,1938,1302660.993
0.55,1302660.993,married,1938,1465493.617
0.59,1465493.617,married,1938,1628326.241
0.62,1628326.241,married,1938,2442489.362
0.64,2442489.362,married,1938,3256652.482
0.66,3256652.482,married,1938,4070815.603
0.68,4070815.603,married,1938,4884978.723
0.7,4884978.723,married,1938,6513304.965
0.72,6513304.965,married,1938,8141631.206
0.74,8141631.206,married,1938,12212446.81
0.76,12212446.81,married,1938,16283262.41
0.77,16283262.41,married,1938,32566524.82
0.78,32566524.82,married,1938,81416312.06
0.79,81416312.06,married,1938,
0.04,0.0,married_sep,1938,65133.04965
0.08,65133.04965,married_sep,1938,97699.57447
0.09,97699.57447,married_sep,1938,130266.0993
0.1,130266.0993,married_sep,1938,162832.6241
0.11,162832.6241,married_sep,1938,195399.1489
0.12,195399.1489,married_sep,1938,227965.6738
0.13,227965.6738,married_sep,1938,260532.1986
0.15,260532.1986,married_sep,1938,293098.7234
0.17,293098.7234,married_sep,1938,325665.2482
0.19,325665.2482,married_sep,1938,358231.773
0.21,358231.773,married_sep,1938,423364.8227
0.23,423364.8227,married_sep,1938,521064.3972
0.25,521064.3972,married_sep,1938,618763.9716
0.28,618763.9716,married_sep,1938,716463.5461
0.31,716463.5461,married_sep,1938,814163.1206
0.35,814163.1206,married_sep,1938,911862.695
0.39,911862.695,married_sep,1938,1009562.27
0.43,1009562.27,married_sep,1938,1107261.844
0.47,1107261.844,married_sep,1938,1204961.418
0.51,1204961.418,married_sep,1938,1302660.993
0.55,1302660.993,married_sep,1938,1465493.617
0.59,1465493.617,married_sep,1938,1628326.241
0.62,1628326.241,married_sep,1938,2442489.362
0.64,2442489.362,married_sep,1938,3256652.482
0.66,3256652.482,married_sep,1938,4070815.603
0.68,4070815.603,married_sep,1938,4884978.723
0.7,4884978.723,married_sep,1938,6513304.965
0.72,6513304.965,married_sep,1938,8141631.206
0.74,8141631.206,married_sep,1938,12212446.81
0.76,12212446.81,married_sep,1938,16283262.41
0.77,16283262.41,married_sep,1938,32566524.82
0.78,32566524.82,married_sep,1938,81416312.06
0.79,81416312.06,married_sep,1938,
0.04,0.0,single,1938,65133.04965
0.08,65133.04965,single,1938,97699.57447
0.09,97699.57447,single,1938,130266.0993
0.1,130266.0993,single,1938,162832.6241
0.11,162832.6241,single,1938,195399.1489
0.12,195399.1489,single,1938,227965.6738
0.13,227965.6738,single,1938,260532.1986
0.15,260532.1986,single,1938,293098.7234
0.17,293098.7234,single,1938,325665.2482
0.19,325665.2482,single,1938,358231.773
0.21,358231.773,single,1938,423364.8227
0.23,423364.8227,single,1938,521064.3972
0.25,521064.3972,single,1938,618763.9716
0.28,618763.9716,single,1938,716463.5461
0.31,716463.5461,single,1938,814163.1206
0.35,814163.1206,single,1938,911862.695
0.39,911862.695,single,1938,1009562.27
0.43,1009562.27,single,1938,1107261.844
0.47,1107261.844,single,1938,1204961.418
0.51,1204961.418,single,1938,1302660.993
0.55,1302660.993,single,1938,1465493.617
0.59,1465493.617,single,1938,1628326.241
0.62,1628326.241,single,1938,2442489.362
0.64,2442489.362,single,1938,3256652.482
0.66,3256652.482,single,1938,4070815.603
0.68,4070815.603,single,1938,4884978.723
0.7,4884978.723,single,1938,6513304.965
0.72,6513304.965,single,1938,8141631.206
0.74,8141631.206,single,1938,12212446.81
0.76,12212446.81,single,1938,16283262.41
0.77,16283262.41,single,1938,32566524.82
0.78,32566524.82,single,1938,81416312.06
0.79,81416312.06,single,1938,
0.04,0.0,head,1938,65133.04965
0.08,65133.04965,head,1938,97699.57447
0.09,97699.57447,head,1938,130266.0993
0.1,130266.0993,head,1938,162832.6241
0.11,162832.6241,head,1938,195399.1489
0.12,195399.1489,head,1938,227965.6738
0.13,227965.6738,head,1938,260532.1986
0.15,260532.1986,head,1938,293098.7234
0.17,293098.7234,head,1938,325665.2482
0.19,325665.2482,head,1938,358231.773
0.21,358231.773,head,1938,423364.8227
0.23,423364.8227,head,1938,521064.3972
0.25,521064.3972,head,1938,618763.9716
0.28,618763.9716,head,1938,716463.5461
0.31,716463.5461,head,1938,814163.1206
0.35,814163.1206,head,1938,911862.695
0.39,911862.695,head,1938,1009562.27
0.43,1009562.27,head,1938,1107261.844
0.47,1107261.844,head,1938,1204961.418
0.51,1204961.418,head,1938,1302660.993
0.55,1302660.993,head,1938,1465493.617
0.59,1465493.617,head,1938,1628326.241
0.62,1628326.241,head,1938,2442489.362
0.64,2442489.362,head,1938,3256652.482
0.66,3256652.482,head,1938,4070815.603
0.68,4070815.603,head,1938,4884978.723
0.7,4884978.723,head,1938,6513304.965
0.72,6513304.965,head,1938,8141631.206
0.74,8141631.206,head,1938,12212446.81
0.76,12212446.81,head,1938,16283262.41
0.77,16283262.41,head,1938,32566524.82
0.78,32566524.82,head,1938,81416312.06
0.79,81416312.06,head,1938,
0.04,0.0,married,1937,63776.11111
0.08,63776.11111,married,1937,95664.16667
0.09,95664.16667,married,1937,127552.2222
0.1,127552.2222,married,1937,159440.2778
0.11,159440.2778,married,1937,191328.3333
0.12,191328.3333,married,1937,223216.3889
0.13,223216.3889,married,1937,255104.4444
0.15,255104.4444,married,1937,286992.5
0.17,286992.5,married,1937,318880.5556
0.19,318880.5556,married,1937,350768.6111
