rate,min_range,status,year,max_range
0.1,0.0,married,2013,17488.09268
0.15,17488.09268,married,2013,71030.06829
0.25,71030.06829,married,2013,143431.7517
0.28,143431.7517,married,2013,218527.6791
0.33,218527.6791,married,2013,390273.4856
0.35,390273.4856,married,2013,440876.286
0.396,440876.286,married,2013,
0.1,0.0,married_sep,2013,8744.046338
0.15,8744.046338,married_sep,2013,35515.03415
0.25,35515.03415,married_sep,2013,71715.87585
0.28,71715.87585,married_sep,2013,109263.8395
0.33,109263.8395,married_sep,2013,195136.7428
0.35,195136.7428,married_sep,2013,220438.143
0.396,220438.143,married_sep,2013,
0.1,0.0,single,2013,8744.046338
0.15,8744.046338,single,2013,35515.03415
0.25,35515.03415,single,2013,86068.84827
0.28,86068.84827,single,2013,179534.6209
0.33,179534.6209,single,2013,390273.4856
0.35,390273.4856,single,2013,391890.032
0.396,391890.032,single,2013,
0.1,0.0,head,2013,12491.49477
0.15,12491.49477,head,2013,47614.63888
0.25,47614.63888,head,2013,122906.5113
0.28,122906.5113,head,2013,199031.15
0.33,199031.15,head,2013,390273.4856
0.35,390273.4856,head,2013,416383.159
0.396,416383.159,head,2013,
0.1,0.0,married,2012,17400.0
0.15,17400.0,married,2012,70700.0
0.25,70700.0,married,2012,142700.0
0.28,142700.0,married,2012,217450.0
0.33,217450.0,married,2012,388350.0
0.35,388350.0,married,2012,
0.1,0.0,married_sep,2012,8700.0
0.15,8700.0,married_sep,2012,35350.0
0.25,35350.0,married_sep,2012,71350.0
0.28,71350.0,married_sep,2012,108725.0
0.33,108725.0,married_sep,2012,194175.0
0.35,194175.0,married_sep,2012,
0.1,0.0,single,2012,8700.0
0.15,8700.0,single,2012,35350.0
0.25,35350.0,single,2012,85650.0
0.28,85650.0,single,2012,178650.0
0.33,178650.0,single,2012,388350.0
0.35,388350.0,single,2012,
0.1,0.0,head,2012,12400.0
0.15,12400.0,head,2012,47350.0
0.25,47350.0,head,2012,122300.0
0.28,122300.0,head,2012,198050.0
0.33,198050.0,head,2012,388350.0
0.35,388350.0,head,2012,
0.1,0.0,married,2011,17351.80649
0.15,17351.80649,married,2011,70427.92046
0.25,70427.92046,married,2011,142233.7785
0.28,142233.7785,married,2011,216693.4422
0.33,216693.4422,married,2011,386996.3194
0.35,386996.3194,married,2011,
0.1,0.0,married_sep,2011,8675.903245
0.15,8675.903245,married_sep,2011,35213.96023
0.25,35213.96023,married_sep,2011,71116.88925
0.28,71116.88925,married_sep,2011,108346.7211
0.33,108346.7211,married_sep,2011,193498.1597
0.35,193498.1597,married_sep,2011,
0.1,0.0,single,2011,8675.903245
0.15,8675.903245,single,2011,35213.96023
0.25,35213.96023,single,2011,85330.06015
0.28,85330.06015,single,2011,178009.1207
0.33,178009.1207,single,2011,386996.3194
0.35,386996.3194,single,2011,
0.1,0.0,head,2011,12401.43817
0.15,12401.43817,head,2011,47207.1206
0.25,47207.1206,head,2011,121870.9232
0.28,121870.9232,head,2011,197351.2815
0.33,197351.2815,head,2011,386996.3194
0.35,386996.3194,head,2011,
0.1,0.0,married,2010,17636.29297
0.15,17636.29297,married,2010,71598.0849
0.25,71598.0849,married,2010,144564.9567
0.28,144564.9567,married,2010,220322.048
0.33,220322.048,married,2010,393420.9474
0.35,393420.9474,married,2010,
0.1,0.0,married_sep,2010,8818.146485
0.15,8818.146485,married_sep,2010,35799.04245
0.25,35799.04245,married_sep,2010,72282.47835
0.28,72282.47835,married_sep,2010,110161.024
0.33,110161.024,married_sep,2010,196710.4737
0.35,196710.4737,married_sep,2010,
0.1,0.0,single,2010,8818.146485
0.15,8818.146485,single,2010,35799.04245
0.25,35799.04245,single,2010,86760.03229
0.28,86760.03229,single,2010,180943.1013
0.33,180943.1013,single,2010,393420.9474
0.35,393420.9474,single,2010,
0.1,0.0,head,2010,12582.31051
0.15,12582.31051,head,2010,47960.18775
0.25,47960.18775,head,2010,123875.216
0.28,123875.216,head,2010,200632.5747
0.33,200632.5747,head,2010,393420.9474
0.35,393420.9474,head,2010,
0.1,0.0,married,2009,17872.06776
0.15,17872.06776,married,2009,72665.47309
0.25,72665.47309,married,2009,146668.6758
0.28,146668.6758,married,2009,223507.8653
0.33,223507.8653,married,2009,399125.0101
0.35,399125.0101,married,2009,
0.1,0.0,married_sep,2009,8936.033878
0.15,8936.033878,married_sep,2009,36332.73654
0.25,36332.73654,married_sep,2009,73334.3379
0.28,73334.3379,married_sep,2009,111753.9327
0.33,111753.9327,married_sep,2009,199562.5051
0.35,199562.5051,married_sep,2009,
0.1,0.0,single,2009,8936.033878
0.15,8936.033878,single,2009,36332.73654
0.25,36332.73654,single,2009,88022.60915
0.28,88022.60915,single,2009,183590.0134
0.33,183590.0134,single,2009,399125.0101
0.35,399125.0101,single,2009,
0.1,0.0,head,2009,12788.69519
0.15,12788.69519,head,2009,48693.35826
0.25,48693.35826,head,2009,125693.0753
0.28,125693.0753,head,2009,203548.9393
0.33,203548.9393,head,2009,399125.0101
0.35,399125.0101,head,2009,
0.1,0.0,married,2008,17115.33838
0.15,17115.33838,married,2008,69421.09214
0.25,69421.09214,married,2008,140175.1545
0.28,140175.1545,married,2008,213595.1575
0.33,213595.1575,married,2008,381442.7751
0.35,381442.7751,married,2008,
0.1,0.0,married_sep,2008,8557.669192
0.15,8557.669192,married_sep,2008,34710.54607
0.25,34710.54607,married_sep,2008,70087.57727
0.28,70087.57727,married_sep,2008,106797.5788
0.33,106797.5788,married_sep,2008,190721.3875
0.35,190721.3875,married_sep,2008,
0.1,0.0,single,2008,8557.669192
0.15,8557.669192,single,2008,34710.54607
0.25,34710.54607,single,2008,84083.76521
0.28,84083.76521,single,2008,175472.2075
0.33,175472.2075,single,2008,381442.7751
0.35,381442.7751,single,2008,
0.1,0.0,head,2008,12210.00776
0.15,12210.00776,head,2008,46547.32215
0.25,46547.32215,head,2008,120127.2816
0.28,120127.2816,head,2008,194507.0231
0.33,194507.0231,head,2008,381442.7751
0.35,381442.7751,head,2008,
0.1,0.0,married,2007,17329.56227
0.15,17329.56227,married,2007,70536.30138
0.25,70536.30138,married,2007,142290.6551
0.28,142290.6551,married,2007,216868.6754
0.33,216868.6754,married,2007,387229.8994
0.35,387229.8994,married,2007,
0.1,0.0,married_sep,2007,8664.781135
0.15,8664.781135,married_sep,2007,35268.15069
0.25,35268.15069,married_sep,2007,71145.32753
0.28,71145.32753,married_sep,2007,108434.3377
0.33,108434.3377,married_sep,2007,193614.9497
0.35,193614.9497,married_sep,2007,
0.1,0.0,single,2007,8664.781135
0.15,8664.781135,single,2007,35268.15069
0.25,35268.15069,single,2007,85374.39303
0.28,85374.39303,single,2007,178112.4659
0.33,178112.4659,single,2007,387229.8994
0.35,387229.8994,single,2007,
0.1,0.0,head,2007,12401.98706
0.15,12401.98706,head,2007,47227.20963
0.25,47227.20963,head,2007,121915.962
0.28,121915.962,head,2007,197490.5707
0.33,197490.5707,head,2007,387229.8994
0.35,387229.8994,head,2007,
0.1,0.0,married,2006,17196.77282
0.15,17196.77282,married,2006,69812.06448
0.25,69812.06448,married,2006,140876.874
0.28,140876.874,married,2006,214618.0025
0.33,214618.0025,married,2006,383283.0392
0.35,383283.0392,married,2006,
0.1,0.0,married_sep,2006,8598.386409
0.15,8598.386409,married_sep,2006,34906.03224
0.25,34906.03224,married_sep,2006,70438.437
0.28,70438.437,married_sep,2006,107309.0012
0.33,107309.0012,married_sep,2006,191641.5196
0.35,191641.5196,married_sep,2006,
0.1,0.0,single,2006,8598.386409
0.15,8598.386409,single,2006,34906.03224
0.25,34906.03224,single,2006,84503.34722
0.28,84503.34722,single,2006,176295.3929
0.33,176295.3929,single,2006,383283.0392
0.35,383283.0392,single,2006,
0.1,0.0,head,2006,12242.73562
0.15,12242.73562,head,2006,46750.16716
0.25,46750.16716,head,2006,120719.0675
0.28,120719.0675,head,2006,195485.1691
0.33,195485.1691,head,2006,383283.0392
0.35,383283.0392,head,2006,
0.1,0.0,married,2005,17163.70917
0.15,17163.70917,married,2005,69830.43318
0.25,69830.43318,married,2005,141012.8024
0.28,141012.8024,married,2005,214899.0435
0.33,214899.0435,married,2005,383773.4834
0.35,383773.4834,married,2005,
0.1,0.0,married_sep,2005,8581.854583
0.15,8581.854583,married_sep,2005,34915.21659
0.25,34915.21659,married_sep,2005,70506.40118
0.28,70506.40118,married_sep,2005,107449.5218
0.33,107449.5218,married_sep,2005,191886.7417
0.35,191886.7417,married_sep,2005,
0.1,0.0,single,2005,8581.854583
0.15,8581.854583,single,2005,34915.21659
0.25,34915.21659,single,2005,84584.16948
0.28,84584.16948,single,2005,176515.8172
0.33,176515.8172,single,2005,383773.4834
0.35,383773.4834,single,2005,
0.1,0.0,head,2005,12284.98361
0.15,12284.98361,head,2005,46788.74142
0.25,46788.74142,head,2005,120851.3221
0.28,120851.3221,head,2005,195678.0405
0.33,195678.0405,head,2005,383773.4834
0.35,383773.4834,head,2005,
0.1,0.0,married,2004,17380.59397
0.15,17380.59397,married,2004,70616.2594
0.25,70616.2594,married,2004,142508.7163
0.28,142508.7163,married,2004,217135.8819
0.33,217135.8819,married,2004,387842.4849
0.35,387842.4849,married,2004,
0.1,0.0,married_sep,2004,8690.296983
0.15,8690.296983,married_sep,2004,35308.1297
0.25,35308.1297,married_sep,2004,71254.35813
0.28,71254.35813,married_sep,2004,108567.941
0.33,108567.941,married_sep,2004,193921.2425
0.35,193921.2425,married_sep,2004,
0.1,0.0,single,2004,8690.296983
0.15,8690.296983,single,2004,35308.1297
0.25,35308.1297,single,2004,85505.22975
0.28,85505.22975,single,2004,178363.7877
0.33,178363.7877,single,2004,387842.4849
0.35,387842.4849,single,2004,
0.1,0.0,head,2004,12397.34674
0.15,12397.34674,head,2004,47280.07729
0.25,47280.07729,head,2004,122150.3282
0.28,122150.3282,head,2004,197749.8348
0.33,197749.8348,head,2004,388328.6554
0.35,388328.6554,head,2004,
0.1,0.0,married,2003,17469.1087
0.15,17469.1087,married,2003,70874.66957
0.25,70874.66957,married,2003,143059.5223
0.28,143059.5223,married,2003,217989.5207
0.33,217989.5207,married,2003,389249.1755
0.35,389249.1755,married,2003,
0.1,0.0,married_sep,2003,8734.554348
0.15,8734.554348,married_sep,2003,29603.90027
0.25,29603.90027,married_sep,2003,71529.76114
0.28,71529.76114,married_sep,2003,108994.7603
0.33,108994.7603,married_sep,2003,194624.5878
0.35,194624.5878,married_sep,2003,
0.1,0.0,single,2003,8734.554348
0.15,8734.554348,single,2003,35437.33478
0.25,35437.33478,single,2003,85848.1913
0.28,85848.1913,single,2003,179058.3641
0.33,179058.3641,single,2003,389249.1755
0.35,389249.1755,single,2003,
0.1,0.0,head,2003,12477.93478
0.15,12477.93478,head,2003,47478.54185
0.25,47478.54185,head,2003,122595.7092
0.28,122595.7092,head,2003,198523.9424
0.33,198523.9424,head,2003,389249.1755
0.35,389249.1755,head,2003,
0.1,0.0,married,2002,15314.77487
0.15,15314.77487,married,2002,59599.99889
0.27,59599.99889,married,2002,144022.6954
0.3,144022.6954,married,2002,219447.9616
0.35,219447.9616,married,2002,391866.8021
0.386,391866.8021,married,2002,
0.1,0.0,married_sep,2002,7657.387437
0.15,7657.387437,married_sep,2002,29799.99944
0.27,29799.99944,married_sep,2002,72011.34769
0.3,72011.34769,married_sep,2002,109723.9808
0.35,109723.9808,married_sep,2002,195933.4011
0.386,195933.4011,married_sep,2002,
0.1,0.0,single,2002,7657.387437
0.15,7657.387437,single,2002,35670.66315
0.27,35670.66315,single,2002,86400.85492
0.3,86400.85492,single,2002,180267.6626
0.35,180267.6626,single,2002,391866.8021
0.386,391866.8021,single,2002,
0.1,0.0,head,2002,12762.3124
0.15,12762.3124,head,2002,47794.85992
0.27,47794.85992,head,2002,123411.5609
0.3,123411.5609,head,2002,199857.8121
0.35,199857.8121,head,2002,391866.8021
0.386,391866.8021,head,2002,
0.15,0.0,married,2001,58597.67815
0.275,58597.67815,married,2001,141632.6623
0.305,141632.6623,married,2001,215852.0666
0.355,215852.0666,married,2001,385487.1592
0.391,385487.1592,married,2001,
0.194461321,0.0,married_sep,2001,29298.83907
0.275,29298.83907,married_sep,2001,70816.33117
0.305,70816.33117,married_sep,2001,107926.0333
0.355,107926.0333,married_sep,2001,192743.5796
0.391,192743.5796,married_sep,2001,
0.194461321,0.0,single,2001,35067.85827
0.275,35067.85827,single,2001,84979.5974
0.305,84979.5974,single,2001,177283.9046
0.355,177283.9046,single,2001,385487.1592
0.391,385487.1592,single,2001,
0.194461321,0.0,head,2001,46994.81931
0.275,46994.81931,head,2001,121408.6849
0.305,121408.6849,head,2001,196600.3958
0.355,196600.3958,head,2001,385487.1592
0.391,385487.1592,head,2001,
0.15,0.0,married,2000,58465.13879
0.28,58465.13879,married,2000,141262.975
0.31,141262.975,married,2000,215261.0412
0.36,215261.0412,married,2000,384456.6196
0.396,384456.6196,married,2000,
0.15,0.0,married_sep,2000,29232.5694
0.28,29232.5694,married_sep,2000,70631.48751
0.31,70631.48751,married_sep,2000,107630.5206
0.36,107630.5206,married_sep,2000,192228.3098
0.396,192228.3098,married_sep,2000,
0.15,0.0,single,2000,34999.08537
0.28,34999.08537,single,2000,84731.11905
0.31,84731.11905,single,2000,176795.3798
0.36,176795.3798,single,2000,384456.6196
0.396,384456.6196,single,2000,
0.15,0.0,head,2000,46865.44193
0.28,46865.44193,head,2000,121063.5029
0.31,121063.5029,head,2000,196061.543
0.36,196061.543,head,2000,384456.6196
0.396,384456.6196,head,2000,
0.15,0.0,married,1999,59327.86134
0.28,59327.86134,married,1999,143392.8914
0.31,143392.8914,married,1999,218500.1723
0.36,218500.1723,married,1999,390213.3319
0.396,390213.3319,married,1999,
0.15,0.0,married_sep,1999,29663.93067
0.28,29663.93067,married_sep,1999,71696.44568
0.31,71696.44568,married_sep,1999,109250.0861
0.36,109250.0861,married_sep,1999,195106.666
0.396,195106.666,married_sep,1999,
0.15,0.0,single,1999,35486.46759
0.28,35486.46759,single,1999,86063.29712
0.31,86063.29712,single,1999,179499.5108
0.36,179499.5108,single,1999,390213.3319
0.396,390213.3319,single,1999,
0.15,0.0,head,1999,47613.88175
0.28,47613.88175,head,1999,122858.9742
0.31,122858.9742,head,1999,198999.8415
0.36,198999.8415,head,1999,390213.3319
0.396,390213.3319,head,1999,
0.15,0.0,married,1998,59652.18344
0.28,59652.18344,married,1998,144094.8847
0.31,144094.8847,married,1998,219663.7074
0.36,219663.7074,married,1998,392211.3454
0.396,392211.3454,married,1998,
0.15,0.0,married_sep,1998,29826.09172
0.28,29826.09172,married_sep,1998,72047.44233
0.31,72047.44233,married_sep,1998,109831.8537
0.36,109831.8537,married_sep,1998,196105.6727
0.396,196105.6727,married_sep,1998,
0.15,0.0,single,1998,35706.79693
0.28,35706.79693,single,1998,86485.10184
0.31,86485.10184,single,1998,180435.5301
0.36,180435.5301,single,1998,392211.3454
0.396,392211.3454,single,1998,
0.15,0.0,head,1998,47820.3454
0.28,47820.3454,head,1998,123530.0233
0.31,123530.0233,head,1998,200014.4049
0.36,200014.4049,head,1998,392211.3454
0.396,392211.3454,head,1998,
0.15,0.0,married,1997,58936.27913
0.28,58936.27913,married,1997,142477.0243
0.31,142477.0243,married,1997,217077.1931
0.36,217077.1931,married,1997,387734.914
0.396,387734.914,married,1997,
0.15,0.0,married_sep,1997,29468.13956
0.28,29468.13956,married_sep,1997,71238.51215
0.31,71238.51215,married_sep,1997,108538.5966
0.36,108538.5966,married_sep,1997,193867.457
0.396,193867.457,married_sep,1997,
0.15,0.0,single,1997,35261.63302
0.28,35261.63302,single,1997,85471.90966
0.31,85471.90966,single,1997,178310.8542
0.36,178310.8542,single,1997,387734.914
0.396,387734.914,single,1997,
0.15,0.0,head,1997,47277.7676
0.28,47277.7676,head,1997,122092.5103
0.31,122092.5103,head,1997,197694.0237
0.36,197694.0237,head,1997,387734.914
0.396,387734.914,head,1997,
0.15,0.0,married,1996,58678.89994
0.28,58678.89994,married,1996,141795.1472
0.31,141795.1472,married,1996,216131.5092
0.36,216131.5092,married,1996,385949.1236
0.396,385949.1236,married,1996,
0.15,0.0,married_sep,1996,29339.44997
0.28,29339.44997,married_sep,1996,70897.57361
0.31,70897.57361,married_sep,1996,108065.7546
0.36,108065.7546,married_sep,1996,192974.5618
0.396,192974.5618,married_sep,1996,
0.15,0.0,single,1996,35119.54111
0.28,35119.54111,single,1996,85091.72148
0.31,85091.72148,single,1996,177500.014
0.36,177500.014,single,1996,385949.1236
0.396,385949.1236,single,1996,
0.15,0.0,head,1996,47045.55194
0.28,47045.55194,head,1996,121528.2454
0.31,121528.2454,head,1996,196815.7616
0.36,196815.7616,head,1996,385949.1236
0.396,385949.1236,head,1996,
0.15,0.0,married,1995,58754.37008
0.28,58754.37008,married,1995,141989.7277
0.31,141989.7277,married,1995,216336.6037
0.36,216336.6037,married,1995,386422.9724
0.396,386422.9724,married,1995,
0.15,0.0,married_sep,1995,29377.18504
0.28,29377.18504,married_sep,1995,70994.86385
0.31,70994.86385,married_sep,1995,108168.3018
0.36,108168.3018,married_sep,1995,193211.4862
0.396,193211.4862,married_sep,1995,
0.15,0.0,single,1995,35177.29593
0.28,35177.29593,single,1995,85193.83661
0.31,85193.83661,single,1995,177694.3064
0.36,177694.3064,single,1995,386422.9724
0.396,386422.9724,single,1995,
0.15,0.0,head,1995,47078.82218
0.28,47078.82218,head,1995,121651.6765
0.31,121651.6765,head,1995,197053.1181
0.36,197053.1181,head,1995,386422.9724
0.396,386422.9724,head,1995,
0.15,0.0,married,1994,58870.25641
0.28,58870.25641,married,1994,142295.6066
0.31,142295.6066,married,1994,216890.4184
0.36,216890.4184,married,1994,387304.3185
0.396,387304.3185,married,1994,
0.15,0.0,married_sep,1994,29435.12821
0.28,29435.12821,married_sep,1994,71147.80331
0.31,71147.80331,married_sep,1994,108445.2092
0.36,108445.2092,married_sep,1994,193652.1592
0.396,193652.1592,married_sep,1994,
0.15,0.0,single,1994,35244.69298
0.28,35244.69298,single,1994,85361.87179
0.31,85361.87179,single,1994,178159.9865
0.36,178159.9865,single,1994,387304.3185
0.396,387304.3185,single,1994,
0.15,0.0,head,1994,47251.12686
0.28,47251.12686,head,1994,121923.3995
0.31,121923.3995,head,1994,197525.2024
0.36,197525.2024,head,1994,387304.3185
0.396,387304.3185,head,1994,
0.15,0.0,married,1993,58629.88651
0.28,58629.88651,married,1993,141649.1702
0.31,141649.1702,married,1993,222444.0138
0.36,222444.0138,married,1993,397221.4533
0.396,397221.4533,married,1993,
0.238332872,0.0,married_sep,1993,29314.94325
0.28,29314.94325,married_sep,1993,70824.58512
0.31,70824.58512,married_sep,1993,111222.0069
0.36,111222.0069,married_sep,1993,198610.7266
0.396,198610.7266,married_sep,1993,
0.238332872,0.0,single,1993,35114.37647
0.28,35114.37647,single,1993,85005.391
0.31,85005.391,single,1993,182721.8685
0.36,182721.8685,single,1993,397221.4533
0.396,397221.4533,single,1993,
0.238332872,0.0,head,1993,47031.02007
0.28,47031.02007,head,1993,121390.8761
0.31,121390.8761,head,1993,202582.9412
0.36,202582.9412,head,1993,397221.4533
0.396,397221.4533,head,1993,
0.15,0.0,married,1992,58584.92659
0.28,58584.92659,married,1992,141552.9651
0.31,141552.9651,married,1992,
0.15,0.0,married_sep,1992,29292.46329
0.28,29292.46329,married_sep,1992,70776.48254
0.31,70776.48254,married_sep,1992,
0.15,0.0,single,1992,35101.86244
0.28,35101.86244,single,1992,84931.77904
0.31,84931.77904,single,1992,
0.15,0.0,head,1992,47047.95082
0.28,47047.95082,head,1992,121342.8019
0.31,121342.8019,head,1992,
0.15,0.0,married,1991,57314.21439
0.28,57314.21439,married,1991,138481.2562
0.31,138481.2562,married,1991,
0.15,0.0,married_sep,1991,28657.1072
0.28,28657.1072,married_sep,1991,69240.62812
0.31,69240.62812,married_sep,1991,
0.15,0.0,single,1991,34304.24302
0.28,34304.24302,single,1991,83105.61087
0.31,83105.61087,single,1991,
0.15,0.0,head,1991,46019.94273
0.28,46019.94273,head,1991,118758.4236
0.31,118758.4236,head,1991,
0.15,0.0,married,1990,57003.25402
0.28,57003.25402,married,1990,
0.15,0.0,married_sep,1990,28501.62701
0.28,28501.62701,married_sep,1990,
0.15,0.0,single,1990,34166.81943
0.28,34166.81943,single,1990,
0.15,0.0,head,1990,45760.70161
0.28,45760.70161,head,1990,
0.15,0.0,married,1989,57305.92177
0.28,57305.92177,married,1989,
0.15,0.0,married_sep,1989,28652.96089
0.28,28652.96089,married_sep,1989,
0.15,0.0,single,1989,34346.52177
0.28,34346.52177,single,1989,
0.15,0.0,head,1989,46011.37823
0.28,46011.37823,head,1989,
0.15,0.0,married,1988,57738.13609
0.28,57738.13609,married,1988,
0.15,0.0,married_sep,1988,28869.06805
0.28,28869.06805,married_sep,1988,
0.15,0.0,single,1988,34642.88166
0.28,34642.88166,single,1988,
0.15,0.0,head,1988,46384.58664
0.28,46384.58664,head,1988,
0.11,0.0,married,1987,6063.221831
0.15,6063.221831,married,1987,56590.07042
0.28,56590.07042,married,1987,90948.32746
0.35,90948.32746,married,1987,181896.6549
0.385,181896.6549,married,1987,
0.11,0.0,married_sep,1987,3031.610915
0.15,3031.610915,married_sep,1987,28295.03521
0.28,28295.03521,married_sep,1987,45474.16373
0.35,45474.16373,married_sep,1987,90948.32746
0.385,90948.32746,married_sep,1987,
0.11,0.0,single,1987,3637.933099
0.15,3637.933099,single,1987,33954.04225
0.28,33954.04225,single,1987,54568.99648
0.35,54568.99648,single,1987,109137.993
0.385,109137.993,single,1987,
0.11,0.0,head,1987,5052.684859
0.15,5052.684859,head,1987,46484.7007
0.28,46484.7007,head,1987,76800.80986
0.35,76800.80986,head,1987,161685.9155
0.385,161685.9155,head,1987,
0.0,0.0,married,1986,7688.047263
0.11,7688.047263,married,1986,12443.32445
0.12,12443.32445,married,1986,17177.65328
0.14,17177.65328,married,1986,26897.69124
0.16,26897.69124,married,1986,36177.81369
0.18,36177.81369,married,1986,45667.41971
0.22,45667.41971,married,1986,55617.8896
0.25,55617.8896,married,1986,67600.35018
0.28,67600.35018,married,1986,79561.86241
0.33,79561.86241,married,1986,103526.7836
0.38,103526.7836,married,1986,135640.6159
0.42,135640.6159,married,1986,193499.9797
0.45,193499.9797,married,1986,247295.3622
0.49,247295.3622,married,1986,367119.9681
0.5,367119.9681,married,1986,
0.0,0.0,married_sep,1986,3844.023631
0.11,3844.023631,married_sep,1986,6221.662226
0.12,6221.662226,married_sep,1986,8588.826642
0.14,8588.826642,married_sep,1986,13448.84562
0.16,13448.84562,married_sep,1986,18088.90684
0.18,18088.90684,married_sep,1986,22833.70985
0.22,22833.70985,married_sep,1986,27808.9448
0.25,27808.9448,married_sep,1986,33800.17509
0.28,33800.17509,married_sep,1986,39780.9312
0.33,39780.9312,married_sep,1986,51763.39179
0.38,51763.39179,married_sep,1986,67820.30794
0.42,67820.30794,married_sep,1986,96749.98987
0.45,96749.98987,married_sep,1986,123647.6811
0.49,123647.6811,married_sep,1986,183559.984
0.5,183559.984,married_sep,1986,
0.0,0.0,single,1986,5195.192701
0.11,5195.192701,single,1986,7688.047263
0.12,7688.047263,single,1986,9950.469891
0.14,9950.469891,single,1986,14684.79872
0.15,14684.79872,single,1986,19209.64398
0.16,19209.64398,single,1986,24404.83668
0.18,24404.83668,single,1986,29160.11387
0.2,29160.11387,single,1986,33915.39106
0.23,33915.39106,single,1986,41142.57445
0.26,41142.57445,single,1986,53125.03504
0.3,53125.03504,single,1986,65107.49562
0.34,65107.49562,single,1986,77089.9562
0.38,77089.9562,single,1986,93806.74562
0.42,93806.74562,single,1986,124998.8502
0.48,124998.8502,single,1986,184911.1531
0.5,184911.1531,single,1986,
0.0,0.0,head,1986,5195.192701
0.11,5195.192701,head,1986,9950.469891
0.12,9950.469891,head,1986,14684.79872
0.14,14684.79872,head,1986,19670.50785
0.17,19670.50785,head,1986,26667.25931
0.18,26667.25931,head,1986,33915.39106
0.2,33915.39106,head,1986,41142.57445
0.24,41142.57445,head,1986,53125.03504
0.28,53125.03504,head,1986,65107.49562
0.32,65107.49562,head,1986,77089.9562
0.35,77089.9562,head,1986,101054.8774
0.42,101054.8774,head,1986,136981.3108
0.45,136981.3108,head,1986,184911.1531
0.48,184911.1531,head,1986,244823.456
0.5,244823.456,head,1986,
0.0,0.0,married,1985,7553.557249
0.11,7553.557249,married,1985,12205.1829
0.12,12205.1829,married,1985,16878.14628
0.14,16878.14628,married,1985,26437.45037
0.16,26437.45037,married,1985,35527.32435
0.18,35527.32435,married,1985,44851.91338
0.22,44851.91338,married,1985,54624.5948
0.25,54624.5948,married,1985,66403.02305
0.28,66403.02305,married,1985,78160.11357
0.33,78160.11357,married,1985,101716.9701
0.38,101716.9701,married,1985,133254.1385
0.42,133254.1385,married,1985,190097.8574
0.45,190097.8574,married,1985,242951.4204
0.49,242951.4204,married,1985,360650.352
0.5,360650.352,married,1985,
0.0,0.0,married_sep,1985,3776.778625
0.11,3776.778625,married_sep,1985,6102.59145
0.12,6102.59145,married_sep,1985,8439.073141
0.14,8439.073141,married_sep,1985,13218.72519
0.16,13218.72519,married_sep,1985,17763.66217
0.18,17763.66217,married_sep,1985,22425.95669
0.22,22425.95669,married_sep,1985,27312.2974
0.25,27312.2974,married_sep,1985,33201.51152
0.28,33201.51152,married_sep,1985,39080.05678
0.33,39080.05678,married_sep,1985,50858.48504
0.38,50858.48504,married_sep,1985,66627.06924
0.42,66627.06924,married_sep,1985,95048.92872
0.45,95048.92872,married_sep,1985,121475.7102
0.49,121475.7102,married_sep,1985,180325.176
0.5,180325.176,married_sep,1985,
0.0,0.0,single,1985,5099.71803
0.11,5099.71803,single,1985,7553.557249
0.12,7553.557249,single,1985,9772.681413
0.14,9772.681413,single,1985,14424.30706
0.15,14424.30706,single,1985,18883.89312
0.16,18883.89312,single,1985,23983.61115
0.18,23983.61115,single,1985,28656.57454
0.2,28656.57454,single,1985,33308.20019
0.23,33308.20019,single,1985,40413.66506
0.26,40413.66506,single,1985,52192.09331
0.3,52192.09331,single,1985,63949.18383
0.34,63949.18383,single,1985,75727.61208
0.38,75727.61208,single,1985,92157.66599
0.42,92157.66599,single,1985,122798.6496
0.48,122798.6496,single,1985,181648.1154
0.5,181648.1154,single,1985,
0.0,0.0,head,1985,5099.71803
0.11,5099.71803,head,1985,9772.681413
0.12,9772.681413,head,1985,14424.30706
0.14,14424.30706,head,1985,19310.64777
0.17,19310.64777,head,1985,26202.73532
0.18,26202.73532,head,1985,33308.20019
0.2,33308.20019,head,1985,40413.66506
0.24,40413.66506,head,1985,52192.09331
0.28,52192.09331,head,1985,63949.18383
0.32,63949.18383,head,1985,75727.61208
0.35,75727.61208,head,1985,99263.13086
0.42,99263.13086,head,1985,134577.0779
0.45,134577.0779,head,1985,181648.1154
0.48,181648.1154,head,1985,240518.919
0.5,240518.919,head,1985,
0.0,0.0,married,1984,7513.181906
0.11,7513.181906,married,1984,12153.67661
0.12,12153.67661,married,1984,16794.17132
0.14,16794.17132,married,1984,26296.13667
0.16,26296.13667,married,1984,35356.15014
0.18,35356.15014,married,1984,44637.13956
0.22,44637.13956,married,1984,54360.08085
0.25,54360.08085,married,1984,66071.80558
0.28,66071.80558,married,1984,77783.53032
0.33,77783.53032,married,1984,101206.9798
0.38,101206.9798,married,1984,132585.563
0.42,132585.563,married,1984,189155.4033
0.45,189155.4033,married,1984,241747.6766
0.49,241747.6766,married,1984,358864.924
0.5,358864.924,married,1984,
0.0,0.0,married_sep,1984,3756.590953
0.11,3756.590953,married_sep,1984,6076.838306
0.12,6076.838306,married_sep,1984,8397.085659
0.14,8397.085659,married_sep,1984,13148.06833
0.16,13148.06833,married_sep,1984,17678.07507
0.18,17678.07507,married_sep,1984,22318.56978
0.22,22318.56978,married_sep,1984,27180.04042
